IP,Protocol,Attack Type,DateTime,Interactions,Port,Severity,Response Time,Packet Size,Origin Country,Detected By
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,208,68,Critical,872,1256,Russia,IPS
8.8.8.8,TCP,Port Scanning,2025-02-12 10:46:52,60,25,Medium,124,497,China,IDS
10.10.10.10,TCP,Port Scanning,2025-02-12 10:46:52,53,22,Medium,114,357,UK,IDS
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,249,21,Critical,861,1207,China,IPS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,340,53,Critical,1799,1299,Canada,IPS
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,362,0,Critical,667,1268,Russia,IPS
8.8.8.8,DNS,DNS Spoofing,2025-02-12 10:46:52,31,53,Medium,148,295,Canada,IDS
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,84,443,Medium,79,200,France,IDS
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,184,443,Critical,733,1093,Germany,Firewall
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,120,0,Medium,484,1067,India,IPS
10.10.10.10,DNS,DNS Amplification,2025-02-12 10:46:52,143,53,High,1034,1317,China,IPS
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,26,443,Critical,139,774,China,SIEM
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,188,21,High,132,1186,USA,Antivirus
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,111,0,Medium,760,1133,France,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,173,123,High,148,963,UK,Antivirus
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,32,53,High,252,814,Canada,Antivirus
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,92,68,High,146,1038,Russia,Antivirus
192.0.2.6,DNS,DNS Spoofing,2025-02-12 10:46:52,72,53,Medium,32,371,UK,IDS
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,189,22,High,36,387,India,Firewall
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,183,53,Critical,1521,1412,Canada,IPS
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,102,68,High,389,947,Japan,Antivirus
192.168.100.10,TCP,DDoS,2025-02-12 10:46:52,380,443,Critical,1204,1320,Brazil,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,58,22,Medium,119,462,India,IDS
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,37,443,Critical,305,998,Germany,SIEM
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,184,21,High,40,477,UK,Firewall
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,43,67,High,79,822,China,Antivirus
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,467,68,Critical,1598,1261,Japan,IPS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,338,53,High,628,1022,Brazil,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,50,443,Critical,493,407,Russia,SIEM
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,185,67,High,389,1134,China,Antivirus
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,25,80,High,88,741,USA,SIEM
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,344,0,Medium,241,1342,China,IPS
192.0.2.6,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,119,80,Medium,111,309,UK,SIEM
198.51.100.5,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,117,80,Medium,166,370,France,SIEM
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,289,67,Critical,1222,1215,Canada,IPS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,488,0,Critical,534,1458,China,IPS
172.20.30.40,FTP,Brute Force,2025-02-12 10:46:52,106,21,High,90,429,India,Firewall
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,90,80,High,175,511,India,SIEM
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,112,22,High,70,286,China,Firewall
192.168.100.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,23,80,Medium,102,551,UK,SIEM
8.8.8.8,DNS,DNS Amplification,2025-02-12 10:46:52,372,53,High,1243,1114,Russia,IPS
198.51.100.5,DNS,DNS Spoofing,2025-02-12 10:46:52,91,53,Medium,139,268,Brazil,IDS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,151,22,Critical,545,1350,Germany,IPS
198.51.100.5,UDP,Malware,2025-02-12 10:46:52,83,53,High,101,988,Canada,Antivirus
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,164,21,High,84,495,Brazil,Firewall
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,264,0,Medium,736,1350,Germany,IPS
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,52,21,Medium,48,610,France,IDS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,28,443,Critical,140,1152,China,SIEM
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,120,443,Critical,937,963,Russia,Firewall
10.0.0.2,DNS,DNS Amplification,2025-02-12 10:46:52,333,53,High,375,1336,USA,IPS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,129,22,High,33,347,Brazil,Firewall
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,109,80,High,292,733,China,SIEM
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,386,25,Critical,1175,1398,Canada,IPS
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,92,53,Medium,136,294,China,IDS
172.16.5.3,DNS,DNS Amplification,2025-02-12 10:46:52,240,53,High,1341,1350,France,IPS
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,84,0,Medium,248,1404,India,IPS
192.0.2.6,DNS,DNS Amplification,2025-02-12 10:46:52,149,53,High,354,1485,Japan,IPS
203.0.113.4,HTTPS,Zero-Day,2025-02-12 10:46:52,22,443,Critical,592,625,UK,SIEM
192.168.1.1,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,112,80,Medium,192,318,France,SIEM
172.20.30.40,ICMP,DDoS,2025-02-12 10:46:52,452,0,Critical,960,1313,China,IPS
10.10.10.10,SSH,Brute Force,2025-02-12 10:46:52,238,22,High,86,478,Germany,Firewall
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,54,22,High,77,439,Brazil,Firewall
8.8.8.8,FTP,Brute Force,2025-02-12 10:46:52,237,21,High,62,479,France,Firewall
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,56,443,High,49,203,Russia,Firewall
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,228,0,Medium,470,1288,China,IPS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,76,22,High,190,659,Canada,Firewall
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,48,53,Medium,31,256,Germany,IDS
10.10.10.10,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,64,80,Medium,70,349,UK,SIEM
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,59,25,Medium,33,250,Japan,IDS
198.51.100.5,ICMP,Ping Flood,2025-02-12 10:46:52,166,0,Medium,600,1193,Russia,IPS
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,19,80,Medium,33,434,Germany,SIEM
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,90,21,High,71,657,Germany,Antivirus
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,193,67,High,156,611,Russia,Antivirus
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,356,0,Medium,260,1050,UK,IPS
192.168.1.1,SSH,Unauthorized Access,2025-02-12 10:46:52,145,22,High,197,272,India,Firewall
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,39,21,High,325,713,France,Antivirus
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,166,53,Critical,1381,1440,USA,IPS
198.51.100.5,UDP,DDoS,2025-02-12 10:46:52,486,123,Critical,623,1200,Canada,IPS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,215,53,High,1484,1337,Canada,IPS
192.168.1.1,TCP,Brute Force,2025-02-12 10:46:52,85,21,High,23,203,Germany,Firewall
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,104,53,Critical,928,1327,China,IPS
203.0.113.4,SSH,Unauthorized Access,2025-02-12 10:46:52,45,22,High,175,622,Germany,Firewall
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,458,53,Critical,1287,1376,Russia,IPS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,265,68,Critical,1538,1369,Germany,IPS
172.20.30.40,TCP,Port Scanning,2025-02-12 10:46:52,92,80,Medium,140,592,China,IDS
172.16.5.3,SSH,Unauthorized Access,2025-02-12 10:46:52,85,22,High,200,513,UK,Firewall
172.20.30.40,TCP,Port Scanning,2025-02-12 10:46:52,53,25,Medium,25,448,India,IDS
10.10.10.10,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,61,443,Critical,206,513,India,Firewall
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,49,68,High,105,1184,Japan,Antivirus
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,92,443,Critical,911,779,USA,Firewall
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,39,443,Critical,447,418,Germany,SIEM
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,131,67,Critical,670,1409,China,IPS
8.8.8.8,UDP,Malware,2025-02-12 10:46:52,89,53,High,86,879,Japan,Antivirus
192.168.100.10,TCP,Port Scanning,2025-02-12 10:46:52,33,22,Medium,94,657,Russia,IDS
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,494,80,Critical,867,1317,France,IPS
172.20.30.40,DNS,DNS Amplification,2025-02-12 10:46:52,435,53,High,891,1139,Japan,IPS
8.8.8.8,HTTP,SQL Injection,2025-02-12 10:46:52,49,80,High,230,875,USA,SIEM
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,63,21,High,50,326,USA,Firewall
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,362,0,Critical,1768,1238,UK,IPS
10.0.0.2,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,160,443,Critical,227,840,UK,Firewall
172.20.30.40,HTTPS,Zero-Day,2025-02-12 10:46:52,49,443,Critical,580,936,India,SIEM
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,114,22,High,100,250,Germany,Firewall
203.0.113.4,UDP,Malware,2025-02-12 10:46:52,158,67,High,381,595,USA,Antivirus
8.8.8.8,TCP,Port Scanning,2025-02-12 10:46:52,53,80,Medium,110,659,UK,IDS
8.8.8.8,DNS,DNS Amplification,2025-02-12 10:46:52,183,53,High,1070,1442,Russia,IPS
203.0.113.4,UDP,DDoS,2025-02-12 10:46:52,263,123,Critical,1381,1364,Canada,IPS
198.51.100.5,SSH,Unauthorized Access,2025-02-12 10:46:52,171,22,High,117,654,France,Firewall
192.168.1.1,UDP,DDoS,2025-02-12 10:46:52,343,53,Critical,1301,1331,China,IPS
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,46,80,High,297,592,France,SIEM
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,15,443,Critical,270,768,Japan,SIEM
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,84,22,High,124,518,Canada,Firewall
192.0.2.6,TCP,Brute Force,2025-02-12 10:46:52,77,22,High,88,234,Canada,Firewall
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,29,443,Critical,325,1038,China,SIEM
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,246,53,Critical,1979,1373,Brazil,IPS
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,172,0,Medium,505,1145,Brazil,IPS
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,413,67,Critical,504,1472,USA,IPS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,99,21,High,146,1164,UK,Antivirus
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,241,443,Critical,570,907,Japan,Firewall
192.168.1.1,UDP,Malware,2025-02-12 10:46:52,118,123,High,114,1114,USA,Antivirus
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,29,80,Medium,198,506,UK,SIEM
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,344,22,Critical,1596,1388,Brazil,IPS
203.0.113.4,TCP,DDoS,2025-02-12 10:46:52,156,22,Critical,1479,1328,USA,IPS
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,55,21,Medium,115,293,Brazil,IDS
172.20.30.40,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,116,443,Critical,921,906,Brazil,Firewall
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,93,80,High,222,734,France,SIEM
192.0.2.6,HTTP,SQL Injection,2025-02-12 10:46:52,136,80,High,80,648,India,SIEM
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,285,22,High,42,323,Brazil,Firewall
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,46,80,High,178,787,Japan,SIEM
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,279,22,High,71,405,China,Firewall
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,178,0,Critical,1118,1463,Russia,IPS
203.0.113.4,ICMP,Ping Flood,2025-02-12 10:46:52,390,0,Medium,756,1188,India,IPS
172.20.30.40,DNS,DNS Spoofing,2025-02-12 10:46:52,88,53,Medium,177,213,India,IDS
192.0.2.6,SSH,Brute Force,2025-02-12 10:46:52,130,22,High,21,460,UK,Firewall
10.10.10.10,TCP,Brute Force,2025-02-12 10:46:52,91,22,High,62,489,Brazil,Firewall
192.168.100.10,UDP,Malware,2025-02-12 10:46:52,160,53,High,74,574,India,Antivirus
10.10.10.10,ICMP,Ping Flood,2025-02-12 10:46:52,375,0,Medium,709,1372,USA,IPS
10.10.10.10,UDP,Malware,2025-02-12 10:46:52,94,68,High,306,1128,Russia,Antivirus
172.20.30.40,UDP,DDoS,2025-02-12 10:46:52,116,68,Critical,619,1420,China,IPS
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,380,53,Critical,1907,1221,Russia,IPS
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,68,80,Medium,90,323,China,IDS
10.0.0.2,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,20,80,Medium,131,200,Germany,SIEM
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,61,22,High,42,436,India,Firewall
192.0.2.6,TCP,Port Scanning,2025-02-12 10:46:52,34,80,Medium,104,397,China,IDS
10.0.0.2,TCP,DDoS,2025-02-12 10:46:52,317,80,Critical,896,1279,France,IPS
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,156,21,High,24,283,India,Firewall
192.168.1.1,TCP,Port Scanning,2025-02-12 10:46:52,74,22,Medium,111,291,China,IDS
10.10.10.10,HTTPS,Zero-Day,2025-02-12 10:46:52,25,443,Critical,667,530,Germany,SIEM
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,47,21,High,281,1176,Canada,Antivirus
192.168.100.10,TCP,Brute Force,2025-02-12 10:46:52,282,22,High,93,326,Brazil,Firewall
172.16.5.3,UDP,DDoS,2025-02-12 10:46:52,274,53,Critical,602,1243,Germany,IPS
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,196,443,Critical,915,772,India,Firewall
203.0.113.4,FTP,Malware,2025-02-12 10:46:52,150,21,High,151,623,India,Antivirus
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,220,443,Critical,906,1299,China,Firewall
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,386,0,Critical,551,1251,UK,IPS
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,342,123,Critical,1286,1498,Brazil,IPS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,168,22,High,98,393,India,Firewall
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,196,0,Critical,1531,1368,UK,IPS
10.10.10.10,TCP,DDoS,2025-02-12 10:46:52,385,80,Critical,633,1272,Canada,IPS
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,25,443,Critical,135,959,Germany,SIEM
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,450,0,Critical,1951,1464,USA,IPS
192.168.100.10,ICMP,DDoS,2025-02-12 10:46:52,344,0,Critical,1869,1245,China,IPS
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,136,0,Critical,781,1483,India,IPS
192.0.2.6,HTTPS,Zero-Day,2025-02-12 10:46:52,24,443,Critical,120,594,China,SIEM
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,185,0,Critical,1586,1205,France,IPS
192.0.2.6,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,108,80,Medium,136,267,Germany,SIEM
192.168.1.1,HTTP,SQL Injection,2025-02-12 10:46:52,111,80,High,236,827,Japan,SIEM
192.0.2.6,ICMP,DDoS,2025-02-12 10:46:52,375,0,Critical,512,1294,India,IPS
172.20.30.40,HTTP,SQL Injection,2025-02-12 10:46:52,111,80,High,194,668,Russia,SIEM
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,304,0,Critical,1722,1394,China,IPS
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,76,53,Medium,133,323,China,IDS
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,36,68,High,362,844,UK,Antivirus
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,118,443,Critical,800,1338,Canada,Firewall
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,281,0,Critical,1527,1371,Brazil,IPS
10.0.0.2,HTTP,SQL Injection,2025-02-12 10:46:52,57,80,High,153,907,India,SIEM
10.10.10.10,HTTPS,Zero-Day,2025-02-12 10:46:52,42,443,Critical,285,1164,Canada,SIEM
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,37,22,High,186,278,Brazil,Firewall
203.0.113.4,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,247,443,Critical,467,856,Canada,Firewall
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,390,25,Critical,1926,1498,India,IPS
198.51.100.5,FTP,Malware,2025-02-12 10:46:52,149,21,High,369,667,Japan,Antivirus
192.168.100.10,TCP,DDoS,2025-02-12 10:46:52,389,443,Critical,1064,1332,Russia,IPS
192.168.100.10,HTTP,SQL Injection,2025-02-12 10:46:52,107,80,High,155,748,France,SIEM
10.10.10.10,SSH,Unauthorized Access,2025-02-12 10:46:52,113,22,High,243,394,UK,Firewall
192.168.100.10,DNS,DNS Amplification,2025-02-12 10:46:52,329,53,High,1298,1457,Brazil,IPS
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,223,0,Medium,533,1259,France,IPS
10.0.0.2,TCP,Port Scanning,2025-02-12 10:46:52,75,80,Medium,27,520,Germany,IDS
192.168.1.1,FTP,Malware,2025-02-12 10:46:52,42,21,High,56,858,Russia,Antivirus
10.0.0.2,UDP,Malware,2025-02-12 10:46:52,47,68,High,131,688,Brazil,Antivirus
192.0.2.6,UDP,DDoS,2025-02-12 10:46:52,188,68,Critical,1683,1462,Germany,IPS
203.0.113.4,DNS,DNS Spoofing,2025-02-12 10:46:52,89,53,Medium,198,433,USA,IDS
8.8.8.8,UDP,DDoS,2025-02-12 10:46:52,446,67,Critical,1941,1398,India,IPS
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,214,21,High,72,397,USA,Firewall
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,59,21,High,121,1173,USA,Antivirus
10.0.0.2,ICMP,DDoS,2025-02-12 10:46:52,407,0,Critical,821,1480,UK,IPS
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,150,0,Critical,607,1349,Germany,IPS
192.0.2.6,SSH,Unauthorized Access,2025-02-12 10:46:52,123,22,High,49,315,Brazil,Firewall
198.51.100.5,ICMP,DDoS,2025-02-12 10:46:52,308,0,Critical,1514,1262,Russia,IPS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,203,53,High,597,1167,Germany,IPS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,361,25,Critical,541,1284,China,IPS
8.8.8.8,SSH,Brute Force,2025-02-12 10:46:52,66,22,High,31,275,UK,Firewall
8.8.8.8,ICMP,Ping Flood,2025-02-12 10:46:52,366,0,Medium,290,1065,Russia,IPS
10.0.0.2,TCP,Brute Force,2025-02-12 10:46:52,173,80,High,21,356,Canada,Firewall
10.0.0.2,FTP,Brute Force,2025-02-12 10:46:52,90,21,High,58,364,Russia,Firewall
172.16.5.3,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,49,443,Critical,209,1176,UK,Firewall
192.168.1.1,SSH,Brute Force,2025-02-12 10:46:52,262,22,High,17,338,UK,Firewall
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,110,80,High,220,582,Canada,SIEM
192.168.1.1,DNS,DNS Amplification,2025-02-12 10:46:52,338,53,High,1203,1285,Russia,IPS
10.0.0.2,SSH,Unauthorized Access,2025-02-12 10:46:52,131,22,High,247,373,India,Firewall
8.8.8.8,TCP,DDoS,2025-02-12 10:46:52,419,443,Critical,601,1494,Russia,IPS
172.16.5.3,FTP,Malware,2025-02-12 10:46:52,130,21,High,335,701,Russia,Antivirus
203.0.113.4,DNS,DNS Amplification,2025-02-12 10:46:52,187,53,High,1242,1245,UK,IPS
192.168.1.1,ICMP,Ping Flood,2025-02-12 10:46:52,173,0,Medium,628,1184,UK,IPS
192.168.100.10,FTP,Brute Force,2025-02-12 10:46:52,146,21,High,86,320,Japan,Firewall
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,125,22,High,29,380,Brazil,Firewall
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,78,80,High,230,476,USA,SIEM
10.10.10.10,TCP,Port Scanning,2025-02-12 10:46:52,45,25,Medium,149,253,USA,IDS
172.16.5.3,ICMP,Ping Flood,2025-02-12 10:46:52,176,0,Medium,778,1401,Brazil,IPS
172.16.5.3,SSH,Brute Force,2025-02-12 10:46:52,79,22,High,94,214,Brazil,Firewall
192.168.1.1,ICMP,DDoS,2025-02-12 10:46:52,242,0,Critical,1294,1272,USA,IPS
172.20.30.40,TCP,DDoS,2025-02-12 10:46:52,446,80,Critical,1492,1372,USA,IPS
172.20.30.40,TCP,Port Scanning,2025-02-12 10:46:52,38,22,Medium,88,228,USA,IDS
8.8.8.8,FTP,Malware,2025-02-12 10:46:52,169,21,High,363,598,Canada,Antivirus
198.51.100.5,TCP,Port Scanning,2025-02-12 10:46:52,38,80,Medium,95,394,USA,IDS
172.16.5.3,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,20,80,Medium,66,375,Brazil,SIEM
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,15,80,Medium,136,430,France,SIEM
192.0.2.6,TCP,DDoS,2025-02-12 10:46:52,271,21,Critical,1976,1478,Brazil,IPS
10.10.10.10,FTP,Malware,2025-02-12 10:46:52,163,21,High,307,1172,USA,Antivirus
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,362,0,Medium,230,1298,China,IPS
192.168.100.10,FTP,Malware,2025-02-12 10:46:52,40,21,High,223,513,Japan,Antivirus
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,199,21,High,80,424,Germany,Firewall
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,235,22,High,56,275,Japan,Firewall
192.0.2.6,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,215,443,Critical,697,1045,Russia,Firewall
192.168.100.10,SSH,Brute Force,2025-02-12 10:46:52,190,22,High,17,355,USA,Firewall
203.0.113.4,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,117,80,Medium,33,493,Germany,SIEM
192.168.100.10,ICMP,Ping Flood,2025-02-12 10:46:52,379,0,Medium,706,1452,China,IPS
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,33,443,Critical,223,718,India,SIEM
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,71,80,High,264,878,USA,SIEM
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,161,443,Critical,590,588,USA,Firewall
172.20.30.40,ICMP,Ping Flood,2025-02-12 10:46:52,350,0,Medium,436,1092,Germany,IPS
172.20.30.40,HTTP,Cross-Site Scripting,2025-02-12 10:46:52,61,80,Medium,100,487,UK,SIEM
8.8.8.8,ICMP,DDoS,2025-02-12 10:46:52,106,0,Critical,886,1417,Russia,IPS
8.8.8.8,SSH,Unauthorized Access,2025-02-12 10:46:52,177,22,High,69,647,Germany,Firewall
8.8.8.8,TCP,Port Scanning,2025-02-12 10:46:52,30,25,Medium,49,229,Russia,IDS
10.10.10.10,ICMP,DDoS,2025-02-12 10:46:52,313,0,Critical,1618,1453,USA,IPS
198.51.100.5,DNS,DNS Amplification,2025-02-12 10:46:52,368,53,High,789,1210,UK,IPS
10.0.0.2,UDP,DDoS,2025-02-12 10:46:52,102,123,Critical,1042,1311,Germany,IPS
172.20.30.40,UDP,Malware,2025-02-12 10:46:52,34,68,High,276,1018,France,Antivirus
198.51.100.5,SSH,Brute Force,2025-02-12 10:46:52,70,22,High,96,474,UK,Firewall
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,185,21,High,41,381,China,Firewall
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,182,21,High,64,1143,Russia,Antivirus
8.8.8.8,DNS,DNS Amplification,2025-02-12 10:46:52,127,53,High,964,1400,France,IPS
192.168.100.10,DNS,DNS Spoofing,2025-02-12 10:46:52,98,53,Medium,137,433,UK,IDS
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,141,53,High,233,1157,Brazil,Antivirus
8.8.8.8,HTTPS,Zero-Day,2025-02-12 10:46:52,25,443,Critical,368,919,Brazil,SIEM
172.16.5.3,ICMP,DDoS,2025-02-12 10:46:52,182,0,Critical,1038,1241,Canada,IPS
203.0.113.4,SSH,Brute Force,2025-02-12 10:46:52,152,22,High,61,210,Russia,Firewall
192.168.100.10,HTTPS,Zero-Day,2025-02-12 10:46:52,34,443,Critical,713,880,Russia,SIEM
8.8.8.8,HTTPS,Man-in-the-Middle,2025-02-12 10:46:52,47,443,Critical,937,545,India,Firewall
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,34,123,High,182,829,Germany,Antivirus
203.0.113.4,HTTP,SQL Injection,2025-02-12 10:46:52,40,80,High,111,719,Germany,SIEM
198.51.100.5,FTP,Brute Force,2025-02-12 10:46:52,234,21,High,76,486,Japan,Firewall
10.10.10.10,FTP,Brute Force,2025-02-12 10:46:52,140,21,High,31,481,USA,Firewall
192.0.2.6,FTP,Malware,2025-02-12 10:46:52,86,21,High,256,710,Canada,Antivirus
172.16.5.3,UDP,Malware,2025-02-12 10:46:52,72,67,High,165,850,Canada,Antivirus
203.0.113.4,ICMP,DDoS,2025-02-12 10:46:52,299,0,Critical,1572,1468,Germany,IPS
203.0.113.4,TCP,Port Scanning,2025-02-12 10:46:52,93,22,Medium,128,572,Japan,IDS
10.0.0.2,ICMP,Ping Flood,2025-02-12 10:46:52,333,0,Medium,475,1132,Russia,IPS
192.168.100.10,DNS,DNS Spoofing,2025-02-12 10:46:52,79,53,Medium,32,226,China,IDS
198.51.100.5,HTTPS,Zero-Day,2025-02-12 10:46:52,32,443,Critical,448,783,Russia,SIEM
